"SNPnames" "Corr.All" "FST.All" "s_high" "SNPIncluded" "He.LS" "He_samp" "log.bf" "rho" "xtx" "TW.Zscore" "Md" "Hd" "Kd" "Nd"
"1364577900_138" -0.0225292586097626 0.0417101074683043 0 TRUE 0.351021504025511 0.366527777777778 -1.26659406679618 0.032052 32.751 0.786688 1.75690795391127 1.63807887696683 6.02817112558515 0.11740902324751
"1364586945_343" 0.240929983160221 0.0456001629262497 0 TRUE 0.490297909897348 0.488244444444444 -1.03591487712598 -0.0087512 30.569 0.00215127 2.17924770736151 2.77456018054416 8.36265677272498 0.164721090013487
"1364601949_538" -0.345272409880516 0.0288178499162061 0 TRUE 0.499380462603622 0.4992 -1.19731519449169 0.064577 30.966 4.24707 4.32891658857094 4.55014314314308 16.7296706677202 0.722655911242573
"1364627740_532" -0.600176016845896 0.0362568936478393 0 TRUE 0.153577081912416 0.161061111111111 -0.84893674664625 -0.083077 35.805 1.18724 2.80117808785594 3.61383253952853 9.5614850121161 0.278371715714004
"1364612495_883" 0.233248168623583 0.0999888836173031 0 TRUE 0.434236462007324 0.446644444444444 -1.13533468872774 -0.067434 34.902 1.94379 1.67861010734703 2.54886939276484 9.38466201265689 0.263736150974595
"1364631817_146" 0.0714948113020717 0.0619758148822511 0 TRUE 0.464455024211175 0.486111111111111 -1.09263701630509 -0.0079691 33.55 0.501448 0.999999081772158 2.07019175497783 6.35583839057567 0.231637749698694
"1364620410_778" -0.0879270082208163 0.0334745769242209 0 TRUE 0.48209638477725 0.47355 -1.30105605411466 -0.0086716 30.191 1.21717 2.42349542554847 2.10559635028028 7.06673817334899 0.0768837218741399
"1364585490_475" 0.0890912014581905 0.0388682766471566 0 TRUE 0.318148777594906 0.355994444444444 -0.860026512015541 -0.030535 34.488 0.452795 2.72630662085219 3.54336977029681 8.49173135016715 0.252672580381483
"1364680083_448" -0.422180835781044 0.0532939677361331 0 TRUE 0.461674362185561 0.464444444444444 -0.515031435091517 -0.11596 33.306 3.18886 5.91571327981397 6.02457060267521 12.3478803298008 0.667413729399951
"1364736704_869" -0.177163243001717 0.0239304759947354 0 TRUE 0.462449903587163 0.467911111111111 -0.576311862611564 -0.1377 30.61 3.14955 5.49893170654764 5.73254401225004 13.5723326130115 0.815767030122523
"1364633988_352" 0.0617698106182165 0.0381165703511839 0 TRUE 0.384390400978557 0.36995 -1.30686247375679 0.10538 31.964 0.370975 2.70566220162125 2.30658946424327 8.11123540516328 0.226411301424079
"1364633324_250" 0.256962673151541 0.0289588428525877 0 TRUE 0.465215281820125 0.443327777777778 -1.15534889277199 -0.0090276 30.356 0.903514 1.39943087470744 1.87549818320479 6.58269899004778 0.25037572275702
"1364589804_566" 0.412329007505358 0.0221063788175425 0 TRUE 0.429258376798984 0.430311111111111 -0.809892511685955 0.16996 34.303 3.34384 4.12846758585018 4.78262924352761 12.3991629040786 0.389872336366359
"1364659741_386" 0.0373190357658125 0.0222967136586623 0 TRUE 0.497401915861777 0.496244444444444 -1.19539039339203 0.087206 29.927 1.49293 2.03349739100571 2.22654578417241 8.65490386906853 0.226723117006831
"1364686656_406" 0.297840922181174 0.133886294224537 0 TRUE 0.452335270396058 0.43875 -1.08846421353175 0.00025057 39.29 0.786544 1.8960511601506 2.85658832455311 9.45903291003163 0.364291967829862
"1364575279_642" -0.170826309512647 0.0298006730287263 0 TRUE 0.346268734266117 0.346911111111111 -1.15399089785452 0.10477 32.252 1.3232 1.5857398065073 2.15045228534753 7.91240780914812 0.234115555389142
"1364618381_776" -0.199457871764494 0.0325161934845883 0 TRUE 0.330711700036233 0.32595 -1.13119691736371 -0.031635 33.202 2.79496 2.28579772431318 2.89936724725049 10.1523721053538 0.274441560056474
"1364593636_275" 0.0166014887142517 0.0151657097152605 0 TRUE 0.382841393114941 0.4032 -1.16547121304581 -0.059662 30.452 2.32373 2.27964633496236 2.70282402301511 9.37419830399167 0.485336390776687
"1364592837_197" -0.189940206446394 0.0365930088979356 0 TRUE 0.129988131045638 0.124444444444444 -1.38689848303309 0.02405 36.675 0.28555 2.91060595747536 2.55132466314232 8.09652549206431 0.315638552980972
"1364605964_313" 0.223733742968829 0.0731444594198452 0 TRUE 0.39695306180655 0.391111111111111 -1.15701652987778 0.033185 31.808 0.571594 1.31658031886354 1.78015552370826 5.99691374187526 0.143476190061506
"1364603373_66" 0.100622293926789 0.0851947347772966 0 TRUE 0.261714814526289 0.293061111111111 -0.934121647142608 -0.1109 34.433 2.09849 2.47868390067968 3.32263832007163 10.2558698147352 0.199661524747021
"1364568631_544" -0.0460119626537665 0.0190912261095438 0 TRUE 0.177389638849553 0.193194444444444 -0.900250319151013 0.17981 36.453 3.02626 3.72911070521034 4.42585454477056 12.8230886955956 0.315879948896325
"1364572117_853" -0.426313766340721 0.0142984497852421 0 TRUE 0.484093357297306 0.486111111111111 -1.28793142962765 -0.016025 29.498 0.71425 2.48827081937218 2.09313290718719 6.9656768690592 0.165319516349551
"1364658642_219" -0.057451173766133 0.0573280117599588 0 TRUE 0.480533668369078 0.482577777777778 -1.21437124545399 0.019781 33.258 0.189697 1.6730313266081 1.75337369683761 6.30765722539445 0.121896487993478
"1364574254_923" -0.290197186775365 0.0734149847586004 0 TRUE 0.16224425113937 0.17195 -1.35006183277565 0.040927 36.463 0.891159 2.52654860998939 2.35036104761825 8.20420209260066 0.193203740320236
"1364617244_884" -0.30739660045111 0.058782331182117 0 TRUE 0.167566687568596 0.152777777777778 -0.891976490653912 -0.036651 33.268 2.55105 2.41879167549268 3.33060867034065 9.3601903133903 0.171764790997844
"1364689058_772" 0.12654560269723 0.0358423912498609 0 TRUE 0.390645613497443 0.37995 -1.26674654515751 0.038937 31.601 0.0864139 2.29998214129839 1.87939623246806 6.54448561676896 0.124492511818131
"1364655810_10" 0.446272923532007 0.0430089568726982 0 TRUE 0.401764736045925 0.408977777777778 -1.20267705032998 0.042983 32.103 0.815614 1.3823321862102 1.65160913772949 6.05276508606642 0.078026402016547
"1364622367_52" -0.171284051258911 0.00743207717791576 0 TRUE 0.424303072542426 0.44555 -1.11740716422066 -0.0082712 31.48 0.752901 1.0605757742598 1.90664863378871 6.1835518474264 0.170775912646747
"1364599895_822" -0.345759923202816 0.090644828061961 0 TRUE 0.418080376380245 0.408977777777778 -1.17387982561895 -0.012044 34.58 0.861073 0.885212998123673 1.82072067822593 6.54732797061492 0.268206159395181
"1364621527_599" 0.137033385587296 0.0191032024225052 0 TRUE 0.499588244521641 0.496527777777778 -1.19705532627759 -0.013374 31.621 0.638659 1.44461725063794 1.69380299318739 6.06294627938295 0.118067556665773
"1364621277_226" 0.170718230290745 0.0279069091769055 0 TRUE 0.210080106981674 0.200977777777778 -1.26045138813725 -0.046887 33.182 0.0461029 2.16013867157451 2.03434950916128 7.44868340713344 0.174816092810361
"1364655063_68" 0.344726850486517 0.0158654761430311 0 TRUE 0.489997388379808 0.49395 -1.2390500485891 -0.047121 28.59 2.25709 2.88706631937351 2.9719789538502 10.5822569689982 0.434415156489401
"1364616595_3" 0.0785725893275337 0.0461776446321251 0 TRUE 0.205493607015353 0.149994444444444 -1.02700615154019 -0.091056 33.121 1.36714 1.53062508046683 2.60512314294073 8.51267873903882 0.215873380789779
"1364650336_525" 0.106448641715367 0.0150554376361662 0 TRUE 0.442412493703867 0.465327777777778 -1.29874295329212 -0.014292 31.623 0.793865 2.17167822270169 1.82567523490306 6.21859578012713 0.16548495824109
"1364640916_453" 0.224263656300539 0.0664743162438507 0 TRUE 0.20284460448244 0.1958 -1.33809270723398 -0.027483 35.98 0.182917 2.55345020943991 2.27194247356721 7.91508068415684 0.150869066200635
"1364573450_567" -0.154523107617617 0.0201709026047692 0 TRUE 0.247559906664219 0.277777777777778 -0.702173857414672 -0.12348 32.018 1.79573 4.08678296258709 4.48960128526026 10.9178046371544 0.298700580249994
"1364622117_183" -0.299449839298091 0.0215539905662621 0 TRUE 0.40664985542926 0.386394444444444 -1.32838290408934 -0.012046 32.387 0.51847 2.38964419844362 1.91533722427368 6.14552847833715 0.182239360338777
"1364630667_692" 0.00461648401970286 0.013121314385539 0 TRUE 0.41611201120805 0.426527777777778 -1.27857687905916 0.0077326 32.129 0.296966 2.10067824079163 1.71380490172108 6.00877572603455 0.140055627886475
"1364574218_578" 0.122428488392323 0.0122364260839148 0 TRUE 0.460024143740436 0.453994444444444 -1.27642940701329 0.079761 29.74 0.766818 2.54502821562636 2.21315320897363 8.03747029781083 0.205030685732018
"1364588163_579" 0.300272757251863 0.121250437487544 0 TRUE 0.159146364709822 0.17195 -1.09550625573086 0.19776 36.53 2.81711 3.39682596209367 3.91318954613062 13.7683729450002 0.699267815634411
"1364627851_638" -0.475407978704948 0.0171151184677043 0 TRUE 0.403973438861765 0.3848 -1.20504514603675 -0.048906 29.96 0.304505 2.17277223631378 2.16762249561409 7.63609330695515 0.210033046461581
"1364613554_690" -0.183747343190889 0.101324792041799 0 TRUE 0.182783657682814 0.198394444444444 -0.951907948187628 -0.028832 40.417 1.58003 2.78729152069165 3.7340244240869 12.0018743981711 0.60236784273252
"1364620097_742" -0.435902731710301 0.082445533324284 0 TRUE 0.254883055780628 0.293061111111111 -1.00676663460318 -0.0164 37.339 1.5675 1.60691520689427 2.86920127356366 9.08045062384249 0.295309722732301
"1364613559_249" -0.259611946070318 0.0170638533629565 0 TRUE 0.258701875877984 0.259644444444444 -1.20154272423469 0.14168 33.169 1.48059 2.17164550272623 2.459192305746 9.33824081014643 0.227574286800741
"1364665280_84" 0.114854374107952 0.03416813925574 0 TRUE 0.243744683969005 0.231111111111111 -1.30817615418035 -0.069406 33.873 0.622943 2.35319040815438 2.18222343541297 7.70979644361688 0.209362897068333
"1364655680_163" -0.250825210856439 0.0130402934120048 0 TRUE 0.315874508941079 0.293061111111111 -1.24901360439248 0.0055172 32.443 1.07775 1.57451284872516 1.67126599526662 6.25456514114466 0.151516514376049
"1364589555_225" 0.0774188729326224 0.0302008709959719 0 TRUE 0.497662131783245 0.49875 -1.21207218426932 0.017062 29.622 1.60006 1.94111053898427 2.10168442774999 7.98508774816631 0.252131480297995
"1364584963_61" 0.15258746491916 0.0130254344700241 0 TRUE 0.472943313252816 0.484394444444445 -1.17619333025276 0.063718 31.072 1.68712 1.57995817264346 2.04189587273419 7.74667387436311 0.0805651303482563
"1364685096_343" -0.436757138781897 0.109996450870707 0 TRUE 0.432419453541635 0.44555 -1.01842147594018 -0.042721 35.949 4.13073 4.03571375195697 4.53718940276215 14.555942088369 0.628874996673931
"1364683975_549" 0.0816400411833462 0.0605893756813457 0 TRUE 0.16102503186192 0.15555 -1.20398797719724 0.10655 33.365 0.584402 1.92028664545375 2.11165707954839 7.75529448726151 0.0885535427889368
"1364600170_349" 0.130733584985691 0.0222916240638564 0 TRUE 0.473296323063295 0.4758 -1.156991592639 0.050854 31.35 0.556696 1.52709013400304 1.87774055965679 6.37124255640287 0.126666872282009
"1364600335_206" 0.303039376253241 0.0490441201571201 0 TRUE 0.470250436411444 0.471994444444444 -1.20857604335445 0.075752 32.33 1.67842 1.67801303346441 2.03352676922229 7.72413543750411 0.283814329081949
"1364652925_577" 0.136684938913212 0.0558634949036631 0 TRUE 0.49586010342728 0.498911111111111 -1.19216066654775 0.12472 32.383 3.10792 3.13283417961591 3.38481259701612 11.4008111927865 0.35135823768295
"1364626886_529" -0.239599699283709 0.0180536653153853 0 TRUE 0.495883197741063 0.497994444444444 -0.586348247936301 -0.076368 29.524 2.81772 5.08897727993718 5.40670341918774 12.8663667255038 0.573778576429006
"1364663017_549" 0.228959660668199 0.0264901424033295 0 TRUE 0.366956107889381 0.363061111111111 -1.22257317761069 -0.0359 31.469 0.445229 1.81709471384844 1.8194457847392 6.52958069933306 0.14995290884289
"1364621035_731" 0.272432953026507 0.016320739963846 0 TRUE 0.472372022301224 0.479327777777778 -0.567062761561632 -0.069216 30.509 1.06958 5.25036637648175 5.55023959095655 12.0063084887036 0.422943849970281
"1364587062_308" -0.129990966896574 0.0293772305631051 0 TRUE 0.499655887448363 0.49875 -1.15634995140035 -0.013585 32.583 1.14306 0.800478113748921 1.79320183294603 6.37491408129354 0.181697149269184
"1364603357_141" -0.0930952106529676 0.0325035210834294 0 TRUE 0.282798649311538 0.255 -0.708564545072878 -0.10639 31.423 1.90792 3.95323868894434 4.38434672729058 10.716026224902 0.229121025542255
"1364603316_708" 0.109273017989565 0.047929943376576 0 TRUE 0.46345618339367 0.465327777777778 -0.725865252121038 -0.070242 35.227 2.16684 3.7708166512517 4.30318466259942 10.2783488793037 0.410990952478311
"1364597258_860" -0.503460472278427 0.0354430016935485 0 TRUE 0.45994140477064 0.4488 -0.559862633233243 -0.082393 31.041 4.11848 5.87137393074682 6.09949527721903 13.6368039116549 0.276662686918467
"1364576301_29" -0.000112921593304084 0.0264992604196685 0 TRUE 0.270206639312317 0.23355 -1.09936527544181 0.09761 32.282 0.184425 2.10644088632062 2.6259881228881 8.5151551508461 0.347879216600697
"1364651118_476" -0.138775797133725 0.0450762676979639 0 TRUE 0.470103047840431 0.450911111111111 -1.26904016809539 -0.01602 32.99 0.834597 1.75441386991329 1.7109111020837 6.27314830070484 0.212680366213134
"1364598939_462" 0.403296970710273 0.0200598858689154 0 TRUE 0.310747951381059 0.2952 -1.25050330797979 0.067336 32.611 0.246903 2.09679813706433 1.8585072769981 6.72179921211776 0.061232768369297
"1364631128_36" 0.0762031214525972 0.0405811546210191 0 TRUE 0.440472566498111 0.465327777777778 -1.19389467679568 0.033038 31.794 0.0881731 1.90279840132812 1.90940224690026 6.6193712809599 0.10441720973585
"1364623290_214" 0.275135540293247 0.0175172720153456 0 TRUE 0.486838793004945 0.491111111111111 -1.21678269079143 0.061214 30.78 1.90677 2.00167758030803 2.19938305421028 8.30879722546864 0.219699778655816
"1364685477_579" -0.169390542400215 0.025206904781597 0 TRUE 0.207909703903856 0.1638 -1.33307973464051 0.075993 35.309 0.00393992 2.72199549138325 2.37300523286708 8.27750338640251 0.205079020447778
"1364572776_620" -0.293083490870594 0.0416333457148268 0 TRUE 0.421025342433374 0.376661111111111 -0.540607512240769 -0.040738 34.163 2.97414 5.44124703423576 5.66165735784388 11.4920270428183 0.532269448443756
"1364611238_297" 0.0825238339533277 0.0156946186078475 0 TRUE 0.462540536470987 0.465327777777778 -1.2877797551854 0.037192 30.825 0.753596 2.23080071673078 1.82135039580521 6.30370055721591 0.105529358945433
"1364573411_215" 0.241339419792105 0.0178370613002854 0 TRUE 0.222117631449483 0.198394444444444 -1.28302892459015 -0.040733 32.984 0.59372 2.02497944200183 1.84691888907429 6.62708904082602 0.189317554066061
"1364633838_323" 0.054807663176564 0.0359465347074679 0 TRUE 0.118793787129778 0.106911111111111 -1.40251323769416 -0.12254 35.838 0.104906 3.58963208224078 3.36231980646755 11.0820414547278 0.391385651159126
"1364580431_543" -0.0927812975391766 0.026666349335101 0 TRUE 0.486782293948183 0.486661111111111 -1.26795220502803 -0.016964 31.307 1.71213 2.15993566466163 2.16122940874275 7.69058277077903 0.257274548992624
"1364610316_883" -0.104294285390031 0.0116252558164144 0 TRUE 0.404867932951263 0.392661111111111 -1.04756114006308 -0.031125 31.981 2.78836 2.14184666997883 2.95151631369753 9.73246140780211 0.340821977248772
"1364666613_385" 0.00535669993804665 0.0784357574273657 0 TRUE 0.267212595540111 0.2822 -0.845850020118452 0.15227 33.149 2.70392 3.39256143157664 4.17504414090852 10.990554074254 0.561392519812834
"1364625332_618" 0.0745433216030231 0.0153140690778821 0 TRUE 0.410121835770593 0.4352 -1.19618794589379 -0.0091845 29.727 0.0098623 2.32194297870967 2.24718406854934 7.72539012134918 0.252341005414161
"1364619033_549" 0.310737708684023 0.0289528236674758 0 TRUE 0.384476815063199 0.383194444444445 -1.1274067379659 -0.041159 30.403 0.589085 1.5988595529829 2.11736052870319 7.16494720176866 0.267102334201254
"1364627474_87" 0.286482404295926 0.0331871108255752 0 TRUE 0.413371931035377 0.395727777777778 -1.27944380876025 0.047044 31.505 0.447738 2.19964507116488 1.77389915445112 6.19914870509197 0.186169891008889
"1364613244_387" 0.0973227801107103 0.0310835296655939 0 TRUE 0.117188779725566 0.158311111111111 -1.31563046933419 -0.046721 37.444 0.0325732 2.65690551682094 2.56287439557353 9.50777767317079 0.0914643036955246
"1364566892_505" 0.112435470427355 0.0695355110981645 0 TRUE 0.453778662124928 0.469577777777778 -1.14277005742893 -0.0049412 31.794 1.4457 0.910357093229126 1.90443887169189 6.75888289755611 0.148450624536342
"1364597245_808" -0.0877277425032124 0.0365214546768012 0 TRUE 0.212385742128468 0.2262 -1.20245548563827 -0.017289 36.419 0.755921 1.38153810671714 2.02691348515689 7.52148975617008 0.154857196016928
"1364594335_252" -0.404526346748629 0.0432024803392261 0 TRUE 0.357209788358119 0.345061111111111 -0.789494209319028 -0.020872 33.092 0.235822 3.48490584633772 4.14563456657693 9.46887473326553 0.521803104639355
"1364631234_838" 0.0439312060771172 0.02749718623891 0 TRUE 0.49999335707226 0.4998 -1.07762751724632 -0.064125 31.401 2.41058 2.00008319430874 2.7562078281867 9.22988231111565 0.236157932516303
"1364580178_427" 0.130057278941768 0.0148973773507048 0 TRUE 0.454000249640348 0.467911111111111 -1.17881411739115 0.025359 32.395 0.486238 1.34041611327191 1.70499753176009 5.89992930751257 0.155975042636825
"1364573044_464" -0.360840670212341 0.0274101793738925 0 TRUE 0.482156354161184 0.465327777777778 -0.988556437977925 0.031705 31.666 0.361939 1.93404488778629 2.79001960635258 7.15823764270781 0.209363981256057
"1364593599_756" -0.407629906745689 0.0707907488979426 0 TRUE 0.40103941581152 0.408977777777778 -1.33631791642826 0.012697 32.641 0.840271 2.36339720340975 1.95537738040668 6.25690494245443 0.163446145584853
"1364646257_797" -0.395833225861846 0.0668748347402552 0 TRUE 0.176567615989772 0.158311111111111 -0.800601397640384 -0.11896 34.591 1.71574 3.31485229478654 3.94529079733267 10.3372502385199 0.496765096712566
"1364609181_831" -0.259493928569734 0.128631560100487 0 TRUE 0.488806464906395 0.487727777777778 -1.19101973105697 -0.020294 39.607 0.042476 2.41401333661822 2.88843147700452 10.7750258860612 0.338916926173283
"1364571932_42" -0.0715665084997214 0.0268550789561536 0 TRUE 0.306727436383925 0.279994444444444 -1.30636976709374 0.071424 29.734 0.911221 2.68003957993847 2.28468918359164 7.83981539782205 0.244891294406935
"1364624216_546" -0.318351411256117 0.105854062365221 0 TRUE 0.27743984230151 0.264244444444444 -0.938133027861437 -0.084681 34.825 0.391112 2.37956877686142 3.25845093781049 9.56883825333994 0.466157702074763
"1364616514_864" 0.43398004466743 0.0175682619192567 0 TRUE 0.499349630602723 0.499644444444444 -1.14280022493833 0.093664 29.286 2.25224 2.32984240277373 2.72768240268452 10.4208547722528 0.181349814697983
"1364627101_711" -0.226477334125849 0.0548863936104422 0 TRUE 0.243413915516863 0.259644444444444 -1.33151157954278 -0.038274 34.903 0.0325004 2.57214896912404 2.25424426252815 7.8345137712987 0.306356904994282
"1364588861_343" -0.31515478817066 0.0546080440755257 0 TRUE 0.105171183694576 0.10395 -1.07760674605365 -0.10355 35.057 0.701977 1.74144618567395 2.65784163662884 9.20973005434026 0.294319297469431
"1364574059_208" -0.500232299606759 0.0381824350390522 0 TRUE 0.264732692881804 0.284394444444444 -0.555205989723768 0.046409 33.317 1.57563 5.21097205111553 5.61500803409337 10.8717970906872 0.714459813688618
"1364601892_506" -0.33921789364937 0.0299142473393681 0 TRUE 0.212519003446177 0.18 -1.33194039270906 0.048906 32.092 0.122805 2.6778209923301 2.09186894954489 6.5653354970298 0.126539147888333
"1364653113_638" -0.28507584261993 0.0704768520468404 0 TRUE 0.497534085016789 0.499327777777778 -1.157309649742 0.03474 34.881 0.38213 1.27431863769398 1.95658304737635 6.63185170120801 0.0972199529105286
"1364669603_227" -0.234926605131086 0.0356331106781344 0 TRUE 0.490818332088455 0.484394444444445 -1.19394218851906 -0.004241 32.757 0.890231 1.08711282671232 1.65741712214946 6.04509393121768 0.0838452204328018
"1364616041_186" -0.0681381772736889 0.0368464715590911 0 TRUE 0.499994600505841 0.4998 -1.2678234417229 -0.0079457 28.803 0.719151 2.49746074541229 2.16849780813292 7.49160392735664 0.198152999235425
"1364656701_773" -0.467535053219288 0.0489498008603874 0 TRUE 0.46735691977827 0.461727777777778 -0.959199938743471 -0.053931 33.405 3.64806 3.36241988742174 3.95827041678868 11.7335219476469 0.414528541891986
"1364614787_80" 0.364210523338371 0.0259248666830219 0 TRUE 0.365822329661079 0.361311111111111 -1.30560541915102 0.019114 32.129 0.4564 2.23800262584171 1.76652821773514 5.92084564584976 0.19426613712879
"1364594725_978" 0.0402097601184301 0.0214158928983962 0 TRUE 0.497289145241004 0.494311111111111 -1.29421323646838 -0.0033651 29.247 0.0593861 2.84817364788018 2.34970496357599 7.5224771153747 0.178166408482484
"1364574347_684" -0.233890432383081 0.0285068234495851 0 TRUE 0.235946088114005 0.252661111111111 -0.948963304858787 -0.097702 34.188 2.59499 2.62325422561329 3.41183650298349 10.576828789499 0.289288759243303
"1364609312_236" -0.140231968281153 0.0456601352493282 0 TRUE 0.377844633948793 0.350577777777778 -1.01711846936025 0.057273 34.651 1.942 1.30722350690408 2.64888502530458 8.41055621064034 0.399847877210904
"1364614902_916" -0.0857551671007601 0.0231139065878813 0 TRUE 0.449308998011986 0.432777777777778 -1.19904934510467 0.068862 33.728 1.1386 1.29831455856323 1.83680877275708 6.90633808197613 0.216451950979389
"1364590497_856" -0.0891214524569987 0.0370989925757962 0 TRUE 0.131212825412879 0.118644444444444 -1.07346720533348 -0.17509 37.244 0.452183 2.96292396145563 3.62356505083352 13.976223759984 0.383619819249879
"1364571552_61" 0.130265467072676 0.0229333704759409 0 TRUE 0.494747288051014 0.4968 -1.20918724592588 0.017488 30.075 1.05768 1.72749838819795 1.82211358923253 6.75034409077301 0.170223589036576
"1364629086_612" 0.227778779527086 0.0185906829016286 0 TRUE 0.31451814799478 0.32595 -1.30598303218721 0.0019367 31.513 0.110154 2.48975187077481 1.94883856258872 6.36152218540617 0.172265251384641
"1364660796_852" -0.0221638894182397 0.054452301397091 0 TRUE 0.267106783572459 0.290911111111111 -0.611348282973175 0.087182 36.611 2.51695 4.98583564260164 5.50259597601762 12.3104394985147 0.786915187050975
"1364641757_513" -0.0689479199285118 0.0686467067261552 0 TRUE 0.408872841405206 0.38955 -1.15695418946543 0.056442 31.603 0.00973105 2.04441787411065 2.22696299883682 7.45386665214137 0.200335163184837
"1364609173_658" 0.0713289288505499 0.0126464815790916 0 TRUE 0.473450110326163 0.465327777777778 -1.07513171387238 0.074244 30.714 1.31624 1.41294752148361 2.3233039634111 7.80262088598124 0.227279187376788
"1364606489_157" 0.418762669172281 0.0301266768852912 0 TRUE 0.270700893409995 0.311911111111111 -1.20417557590765 -0.13107 31.554 1.27265 2.4298761320204 2.72759738749004 10.0288495341413 0.293989713605324
"1364656802_980" 0.439412214283038 0.0675019726470561 0 TRUE 0.497725045442425 0.497777777777778 -1.07477044260966 0.094259 34.33 1.84716 1.41731211152158 2.50256101687133 8.42822111590274 0.224366742545704
"1364585237_529" -0.304583749395376 0.0134629748458498 0 TRUE 0.496130012967016 0.499994444444445 -1.28340408181515 0.0054095 28.764 0.182023 2.82099052626581 2.35279511418777 7.72219577032151 0.158190035414632
"1364581001_946" 0.331135655400199 0.0259205823923501 0 TRUE 0.460305191348013 0.455994444444444 -1.12026777467532 0.045946 30.069 1.31325 1.39223519302875 2.10498634348728 7.52326523439193 0.178986763278057
"1364601151_578" 0.216601011787537 0.0177593281829024 0 TRUE 0.497140189850563 0.4998 -1.26580043931377 0.10975 31.709 1.6745 2.40832537155829 2.3820866406711 8.65866051319894 0.21004249782409
"1364582068_281" 0.182388801566629 0.0477915149235409 0 TRUE 0.496348124390798 0.498577777777778 -1.27107024665629 0.030008 30.9 1.30686 2.05125458795293 1.89052329226967 6.8865702734739 0.0911257388360972
"1364613423_998" 0.315250906685105 0.0192155901125745 0 TRUE 0.151318013195223 0.1638 -1.30714427159341 -0.10711 36.627 0.727207 2.75340398087696 2.80798194498519 10.3237804431152 0.270205225291016
"1364653390_757" -0.303359939319964 0.0157672764928386 0 TRUE 0.488513474597317 0.49395 -0.892315280344158 -0.047838 29.037 0.259985 3.02676493407991 3.69871188164572 10.9135504430937 0.573372267858811
"1364624724_971" 0.181542384077612 0.0408581652824543 0 TRUE 0.494290973108449 0.4902 -1.18490728537916 -0.029052 29.995 1.01088 1.67760751873884 1.95489035310529 7.08657321368761 0.131130449903082
